tool		Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6	Theta 6.17.6
combinations/pc_sfifo_3.cil+token_ring.05.cil-1.yml	true	TIMEOUT	990.407161506	939.7534717669996	1150.906368	cloud-23933	TIMEOUT	990.562982976	936.9760499480035	1395.683328	cloud-24261	TIMEOUT (ERROR (inner timeout, after parsing finished))	971.225680593	924.0248459900031	1305.956352	cloud-24259	TIMEOUT	990.389559443	959.0108934600139	1162.788864	cloud-23980
combinations/pc_sfifo_3.cil+token_ring.05.cil-2.yml	false	TIMEOUT	990.376758089	946.300150219	1094.074368	cloud-24259	TIMEOUT	990.515492236	936.8755948760008	1155.411968	cloud-23933	ERROR (solver error, after parsing finished)	763.788976382	725.3546205529992	973.684736	cloud-23979	TIMEOUT	990.446247781	944.8458895990043	1032.445952	cloud-23938
combinations/pc_sfifo_3.cil+token_ring.06.cil-1.yml	false	TIMEOUT	990.522093404	935.0911751339991	1271.742464	cloud-23979	TIMEOUT	990.549911246	937.4406429479932	1285.189632	cloud-23933	ERROR (solver error, after parsing finished)	783.947153052	734.5402526959952	1397.116928	cloud-23933	TIMEOUT	990.371456973	962.9432560589921	1078.386688	cloud-23941
combinations/pc_sfifo_3.cil+token_ring.06.cil-2.yml	true	TIMEOUT	990.594305942	931.1082279080001	1272.164352	cloud-23979	TIMEOUT	990.550704962	923.7329302629951	1531.015168	cloud-23933	ERROR (solver error, after parsing finished)	765.868429153	725.6484462669978	1234.128896	cloud-23979	TIMEOUT	990.439425519	954.4265117160103	1229.287424	cloud-23938
combinations/pc_sfifo_3.cil+token_ring.07.cil-1.yml	true	TIMEOUT	990.58356011	925.1245593250005	1693.241344	cloud-23979	TIMEOUT	990.537433391	929.8698220139995	1390.018560	cloud-23979	TIMEOUT (ERROR (server error, after parsing finished))	972.419560683	923.7495882920011	1441.714176	cloud-23979	TIMEOUT	990.435629354	957.9527538770053	1345.691648	cloud-23979
combinations/pc_sfifo_3.cil+token_ring.07.cil-2.yml	false	TIMEOUT	990.565097205	932.0287661709999	1384.669184	cloud-23979	TIMEOUT	990.639094166	926.6892587740003	1596.207104	cloud-24276	ERROR (solver error, after parsing finished)	775.804369874	731.6687620869998	1269.612544	cloud-23979	TIMEOUT	990.460315165	952.0423088220123	1368.449024	cloud-23979
combinations/pc_sfifo_3.cil+token_ring.08.cil-1.yml	true	TIMEOUT	990.53381911	935.2915578150005	1510.055936	cloud-23933	TIMEOUT	990.566132846	921.9068163219999	1999.994880	cloud-23979	ERROR (verification stuck, after parsing finished)	881.709766431	826.4473133790016	1196.613632	cloud-24259	TIMEOUT	990.467281893	956.7096877089934	1452.216320	cloud-23980
combinations/pc_sfifo_3.cil+token_ring.08.cil-2.yml	false	TIMEOUT	990.56755199	932.7941758260004	1706.541056	cloud-23979	TIMEOUT	990.524906926	938.1935377519985	1559.306240	cloud-23979	ERROR (verification stuck, after parsing finished)	861.623207575	802.8601652200014	1534.009344	cloud-23933	TIMEOUT	990.454599267	953.047471302998	1349.959680	cloud-23980
combinations/pc_sfifo_3.cil+token_ring.09.cil-1.yml	true	TIMEOUT	990.645254672	920.6802660329995	1732.460544	cloud-23979	TIMEOUT	990.573075902	928.009898303997	1904.259072	cloud-24276	ERROR (solver error, after parsing finished)	786.166974702	737.392742837	1101.295616	cloud-23933	TIMEOUT	990.435007075	956.7781851699983	1632.690176	cloud-23933
combinations/pc_sfifo_3.cil+token_ring.09.cil-2.yml	false	TIMEOUT	990.56373444	931.007668315	2159.697920	cloud-24259	TIMEOUT	990.568914757	923.8694871189982	1891.397632	cloud-23933	ERROR (solver error, after parsing finished)	792.929172336	740.4637269329978	1437.569024	cloud-23933	TIMEOUT	990.438916535	957.7388071809837	1575.378944	cloud-23980
combinations/pc_sfifo_3.cil+token_ring.10.cil-1.yml	false	TIMEOUT	990.699787351	923.5305500590002	2279.477248	cloud-24259	TIMEOUT	990.69692139	925.4264356929998	2067.656704	cloud-23933	ERROR (solver error, after parsing finished)	795.999530905	741.3387904309993	1296.330752	cloud-23979	TIMEOUT	990.47228995	950.7956170789839	1663.381504	cloud-23979
combinations/pc_sfifo_3.cil+token_ring.10.cil-2.yml	true	TIMEOUT	990.622792191	926.3833458260015	1894.391808	cloud-23933	TIMEOUT	990.560188269	930.9586449920025	1695.985664	cloud-24261	ERROR (solver error, after parsing finished)	800.218307365	745.1026383860008	1296.105472	cloud-23933	TIMEOUT	990.47128613	953.1276647240156	1461.858304	cloud-23980
combinations/pc_sfifo_3.cil+token_ring.11.cil-1.yml	false	TIMEOUT	990.642559951	929.5214672619986	2323.578880	cloud-24259	TIMEOUT	990.767418903	919.0919877330016	2509.152256	cloud-24261	TIMEOUT (ERROR (verification stuck, after parsing finished))	905.580992207	846.8091495429999	1536.057344	cloud-23933	TIMEOUT	990.521327339	939.970625218004	1928.056832	cloud-23982
combinations/pc_sfifo_3.cil+token_ring.11.cil-2.yml	true	TIMEOUT	990.57895819	926.5532232829996	1872.842752	cloud-24259	TIMEOUT	990.642649413	923.9363140409987	1932.447744	cloud-23979	ERROR (solver error, after parsing finished)	800.07980227	745.4138748360001	1554.571264	cloud-23933	TIMEOUT	990.501450022	952.9498714009824	1907.716096	cloud-23980
combinations/pc_sfifo_3.cil+token_ring.12.cil-1.yml	false	TIMEOUT	990.664114179	923.0543552799991	2361.729024	cloud-24259	TIMEOUT	990.627272913	921.0017781429997	2232.274944	cloud-23933	ERROR (solver error, after parsing finished)	807.33922886	751.635633736998	2149.335040	cloud-23933	TIMEOUT	990.602619731	941.9731665540021	1967.489024	cloud-23938
combinations/pc_sfifo_3.cil+token_ring.12.cil-2.yml	true	TIMEOUT	990.597368819	928.5216362320002	2017.673216	cloud-23979	TIMEOUT	990.598473616	928.7711659490014	2125.709312	cloud-24261	ERROR (solver error, after parsing finished)	807.493728262	750.8976019740003	1789.526016	cloud-23933	TIMEOUT	990.592994783	949.8519417429925	2379.141120	cloud-23933
combinations/pc_sfifo_3.cil+token_ring.13.cil-1.yml	false	TIMEOUT	990.663550128	924.4317918019988	2473.828352	cloud-24259	TIMEOUT	990.682406845	918.0191079740034	2670.977024	cloud-24261	TIMEOUT (ERROR (verification stuck, after parsing finished))	955.047028687	892.2081052069989	2332.286976	cloud-24259	TIMEOUT	990.673943271	943.1561532600026	2356.944896	cloud-23979
combinations/pc_sfifo_3.cil+token_ring.13.cil-2.yml	true	TIMEOUT	990.727001937	925.3808154030012	2959.941632	cloud-23933	TIMEOUT	990.800714762	922.1301943709987	3146.465280	cloud-24261	TIMEOUT (ERROR (verification stuck, after parsing finished))	936.59878083	869.5788823090043	1856.221184	cloud-24259	TIMEOUT	990.624803014	946.9591308029776	2407.124992	cloud-23979
combinations/pc_sfifo_3.cil+token_ring.14.cil.yml	false	TIMEOUT	990.579541795	931.5984266140003	1988.575232	cloud-24259	TIMEOUT	990.720114765	928.663773592998	1995.022336	cloud-23933	ERROR (solver error, after parsing finished)	801.984808775	748.1281956829989	1764.036608	cloud-23933	TIMEOUT	990.598879379	940.897674265987	2139.496448	cloud-23938
combinations/pc_sfifo_3.cil+token_ring.15.cil.yml	false	TIMEOUT	990.639154342	933.1652291640003	2656.501760	cloud-23933	TIMEOUT	990.758043193	913.7022870619985	2777.178112	cloud-24261	ERROR (solver error, after parsing finished)	818.234661713	759.1335774799954	2253.078528	cloud-23933	TIMEOUT	990.608688804	946.1636798820109	2310.782976	cloud-23980
combinations/square_1+soft_float_1-2a.c.cil.yml	false	TIMEOUT	990.324236117	973.7062949919998	1272.143872	cloud-24259	TIMEOUT	990.383175562	969.7582424979992	1192.439808	cloud-24276	ERROR (solver error, after parsing finished)	727.418930301	714.4203861089991	1060.966400	cloud-24259	TIMEOUT	990.381534934	973.5915605799819	1177.645056	cloud-23979
combinations/square_1+soft_float_2a.c.cil.yml	false	TIMEOUT	990.376622024	971.3837405300001	1126.051840	cloud-23933	TIMEOUT	990.348190325	971.6697411409987	1133.633536	cloud-24276	ERROR (solver error, after parsing finished)	730.46243442	715.8420734329993	1078.878208	cloud-23933	TIMEOUT	990.342008148	971.9585966729792	1110.310912	cloud-23938
combinations/square_1+soft_float_3a.c.cil.yml	false	TIMEOUT	990.330118749	972.3498385309995	1147.121664	cloud-24259	TIMEOUT	990.363533227	970.8514919529989	1157.353472	cloud-23933	ERROR (solver error, after parsing finished)	728.648682063	714.6174535169994	1078.915072	cloud-23933	TIMEOUT	990.395427837	975.1284330369963	1134.366720	cloud-23938
combinations/square_1+soft_float_4-2a.c.cil.yml	false	TIMEOUT	990.362099697	972.565906967	1056.321536	cloud-23979	TIMEOUT	990.360712054	969.7817086200012	1048.150016	cloud-24276	ERROR (solver error, after parsing finished)	728.977208479	715.7637549270003	1073.352704	cloud-24259	TIMEOUT	990.219333261	980.0028699490067	1080.832000	cloud-23944
combinations/square_1+soft_float_5a.c.cil.yml	false	TIMEOUT	990.361176132	972.584092273999	1123.475456	cloud-23979	TIMEOUT	990.371637619	972.7132868210028	1152.905216	cloud-24261	ERROR (solver error, after parsing finished)	726.124176559	712.9404826819955	1099.022336	cloud-23979	TIMEOUT	990.290111302	976.1773797960195	1139.912704	cloud-23982
combinations/square_2+soft_float_1-2a.c.cil.yml	false	TIMEOUT	990.291982966	975.2613260779999	1045.286912	cloud-24259	TIMEOUT	990.445898188	972.5589559559885	1102.258176	cloud-24261	ERROR (solver error, after parsing finished)	724.957146524	712.7995467600012	1107.374080	cloud-23979	TIMEOUT	990.368858488	978.8904786039784	1037.643776	cloud-23980
combinations/square_2+soft_float_2a.c.cil.yml	false	TIMEOUT	990.316014988	972.2211341689999	1089.019904	cloud-24259	TIMEOUT	990.361819483	971.4964339040016	1087.193088	cloud-23979	ERROR (solver error, after parsing finished)	727.687425142	714.9192376969986	1129.783296	cloud-24259	TIMEOUT	990.336285319	976.287322551012	1050.824704	cloud-23980
combinations/square_2+soft_float_3a.c.cil.yml	false	TIMEOUT	990.335737116	973.2677774820004	1048.629248	cloud-23979	TIMEOUT	990.350860522	969.1316509249991	1053.700096	cloud-23933	ERROR (solver error, after parsing finished)	724.477449608	712.531885078999	1173.352448	cloud-23979	TIMEOUT	990.361552134	973.9920405730081	1024.520192	cloud-23933
combinations/square_2+soft_float_4-2a.c.cil.yml	false	TIMEOUT	990.331050936	973.2667177080002	1177.649152	cloud-23979	TIMEOUT	990.346980575	971.9368024949945	1168.203776	cloud-24261	ERROR (solver error, after parsing finished)	723.935126967	712.0433484950045	1192.185856	cloud-23979	TIMEOUT	990.337287785	974.4942876530113	1144.389632	cloud-23933
combinations/square_2+soft_float_5a.c.cil.yml	false	TIMEOUT	990.382720173	971.7147126199998	1124.249600	cloud-23979	TIMEOUT	990.38169041	967.700040027994	1122.144256	cloud-23933	ERROR (solver error, after parsing finished)	728.457402236	714.4515456640002	1121.447936	cloud-23933	TIMEOUT	990.338386014	974.2942055329913	1089.560576	cloud-23938
combinations/square_3+soft_float_1-2a.c.cil.yml	false	TIMEOUT	990.398837166	971.075892654997	1034.649600	cloud-23933	TIMEOUT	990.308731576	970.7166874579998	1017.135104	cloud-23933	ERROR (solver error, after parsing finished)	729.293957863	715.7454854030002	1039.486976	cloud-24259	TIMEOUT	990.327466348	976.0480469320028	1022.451712	cloud-23938
combinations/square_3+soft_float_2a.c.cil.yml	false	TIMEOUT	990.325710426	972.4808235340006	1127.649280	cloud-23933	TIMEOUT	990.337864785	975.043111291001	1094.336512	cloud-23979	ERROR (solver error, after parsing finished)	723.204811891	711.9051196519999	1104.982016	cloud-23979	TIMEOUT	990.291959016	975.8878768970026	1090.490368	cloud-23980
combinations/square_3+soft_float_3a.c.cil.yml	false	TIMEOUT	990.353599065	971.6894717120013	1154.994176	cloud-23979	TIMEOUT	990.411313316	971.2686947970069	1158.774784	cloud-24261	ERROR (solver error, after parsing finished)	731.097412258	716.1051632770032	1081.339904	cloud-23933	TIMEOUT	990.247876424	978.9614465940103	1136.615424	cloud-23982
combinations/square_3+soft_float_4-2a.c.cil.yml	false	TIMEOUT	990.288786148	973.5597356560002	1108.074496	cloud-24259	TIMEOUT	990.382775203	971.1140638790021	1093.869568	cloud-23933	ERROR (solver error, after parsing finished)	721.819178958	711.5147805639999	1130.893312	cloud-23979	TIMEOUT	990.298282152	974.445483538002	1059.368960	cloud-23938
combinations/square_3+soft_float_5a.c.cil.yml	false	TIMEOUT	990.401113608	970.9546381179989	1070.854144	cloud-23933	TIMEOUT	990.332117295	969.8910663410061	1057.284096	cloud-24276	ERROR (solver error, after parsing finished)	725.893521752	714.3304267429994	1096.740864	cloud-24259	TIMEOUT	990.316478401	975.4414972890227	1043.816448	cloud-23982
combinations/square_4+soft_float_1-2a.c.cil.yml	true	TIMEOUT	990.337507412	971.8184623490001	1187.790848	cloud-23933	TIMEOUT	990.350848262	971.4401247050046	1189.797888	cloud-23979	ERROR (server error, after parsing finished)	731.746500193	716.9370586139994	1087.918080	cloud-24259	TIMEOUT	990.280706186	976.8266350000049	1207.271424	cloud-23980
combinations/square_4+soft_float_1-3a.c.cil.yml	false	TIMEOUT	990.32873208	973.2696415130004	1112.199168	cloud-24259	TIMEOUT	990.357153676	972.618333958002	1104.596992	cloud-24261	ERROR (solver error, after parsing finished)	730.469939207	715.9552034340013	1085.796352	cloud-24259	TIMEOUT	990.40668012	974.0022330659849	1119.481856	cloud-23933
combinations/square_4+soft_float_2a.c.cil.yml	true	TIMEOUT	990.30010787	974.0290892859998	1223.303168	cloud-24259	TIMEOUT	990.336342582	971.8508137699973	1132.433408	cloud-23933	ERROR (solver error, after parsing finished)	726.288564068	713.4548367430034	1126.199296	cloud-23979	TIMEOUT	990.32756743	978.4001245420077	1120.514048	cloud-23980
combinations/square_4+soft_float_3a.c.cil.yml	true	TIMEOUT	990.320443487	972.090801078999	1122.504704	cloud-23979	TIMEOUT	990.403162	970.1313985880042	1117.896704	cloud-23933	ERROR (solver error, after parsing finished)	730.938953208	715.4178317590013	1086.070784	cloud-23933	TIMEOUT	990.255452704	974.8227402739867	1103.790080	cloud-23982
combinations/square_4+soft_float_4-2a.c.cil.yml	true	TIMEOUT	990.394603197	970.6783222139993	1035.567104	cloud-23979	TIMEOUT	990.348510204	970.1614981380008	1053.003776	cloud-24276	ERROR (solver error, after parsing finished)	727.05358677	714.0610545749951	1088.978944	cloud-24259	TIMEOUT	990.327895169	977.3934337339888	1042.993152	cloud-23980
combinations/square_4+soft_float_4-3a.c.cil.yml	false	TIMEOUT	990.411707014	972.379667778001	1250.570240	cloud-23933	TIMEOUT	990.397851092	971.1754169019987	1191.133184	cloud-23933	ERROR (solver error, after parsing finished)	728.480735192	715.2590068099962	1083.170816	cloud-24259	TIMEOUT	990.371301491	973.8074321679887	1155.272704	cloud-23938
combinations/square_4+soft_float_5a.c.cil.yml	true	TIMEOUT	990.375233736	970.4017174239998	1184.747520	cloud-23979	TIMEOUT	990.381872447	970.7245690499985	1232.908288	cloud-24276	ERROR (solver error, after parsing finished)	721.295563807	710.922737013	1155.817472	cloud-23979	TIMEOUT	990.364527778	974.1589620639861	1215.832064	cloud-23979
combinations/square_5+soft_float_1-2a.c.cil.yml	true	TIMEOUT	990.346283829	972.5186940120002	1145.352192	cloud-24259	TIMEOUT	990.428686339	968.9274313600035	1148.518400	cloud-23933	ERROR (solver error, after parsing finished)	730.551474147	715.9325642349941	1043.468288	cloud-24259	TIMEOUT	990.327043497	975.6438399470062	1117.814784	cloud-23982
combinations/square_5+soft_float_1-3a.c.cil.yml	false	TIMEOUT	990.355334927	970.4788435120008	1143.189504	cloud-24259	TIMEOUT	990.384377963	969.0403850280054	1156.878336	cloud-24276	ERROR (server error, after parsing finished)	725.152445212	712.479062716	1175.896064	cloud-23979	TIMEOUT	990.354261108	972.886669480009	1129.005056	cloud-23933
combinations/square_5+soft_float_2a.c.cil.yml	true	TIMEOUT	990.310832954	974.3665605850001	1046.552576	cloud-24259	TIMEOUT	990.384786105	969.8026279100013	1018.740736	cloud-24276	ERROR (solver error, after parsing finished)	726.60648496	713.5932105249994	1088.315392	cloud-23979	TIMEOUT	990.340397621	975.2430867090006	992.124928	cloud-23979
combinations/square_5+soft_float_3a.c.cil.yml	true	TIMEOUT	990.342662095	973.4993013539988	1117.827072	cloud-23979	TIMEOUT	990.35425233	968.7527832769993	1103.310848	cloud-23933	ERROR (solver error, after parsing finished)	725.853537331	712.6942777820004	1125.056512	cloud-23979	TIMEOUT	990.307723032	977.3805231309962	1109.315584	cloud-23980
combinations/square_5+soft_float_4-2a.c.cil.yml	true	TIMEOUT	990.352892708	972.653797083	1106.198528	cloud-23933	TIMEOUT	990.400265745	972.0660298319999	1136.889856	cloud-24276	ERROR (solver error, after parsing finished)	727.106010971	713.7746957059999	1078.153216	cloud-23933	TIMEOUT	990.340113068	974.5558436209976	1096.163328	cloud-23979
combinations/square_5+soft_float_4-3a.c.cil.yml	false	TIMEOUT	990.369430888	971.0950208570011	1106.063360	cloud-23933	TIMEOUT	990.324245568	971.7215106599979	1037.553664	cloud-24276	ERROR (solver error, after parsing finished)	729.494668956	714.8056950590035	1038.807040	cloud-23933	TIMEOUT	990.3141995	973.7996671580186	1005.477888	cloud-23933
combinations/square_5+soft_float_5a.c.cil.yml	true	TIMEOUT	990.378144564	970.024899688	1094.971392	cloud-23979	TIMEOUT	990.334490159	969.5499837559983	1110.978560	cloud-24276	ERROR (solver error, after parsing finished)	729.288596259	715.6673654799997	1033.240576	cloud-24259	TIMEOUT	990.336978461	976.7572004880058	1111.126016	cloud-23933
combinations/square_6+soft_float_1-2a.c.cil.yml	true	TIMEOUT	990.31396118	974.7365169600016	1125.781504	cloud-24259	TIMEOUT	990.336712841	973.6179708809941	1078.665216	cloud-24261	ERROR (solver error, after parsing finished)	726.167309767	713.9500808779994	1152.155648	cloud-23979	TIMEOUT	990.339903079	975.0156282160024	1093.959680	cloud-23933
combinations/square_6+soft_float_1-3a.c.cil.yml	false	TIMEOUT	990.388604042	974.238673717	1156.235264	cloud-24259	TIMEOUT	990.335105771	970.6309730450012	1089.249280	cloud-23933	ERROR (solver error, after parsing finished)	726.443110275	713.6936946899996	1123.799040	cloud-23979	TIMEOUT	990.370562087	974.8075155650149	1155.969024	cloud-23979
combinations/square_6+soft_float_2a.c.cil.yml	true	TIMEOUT	990.350202932	973.8720337900013	1154.699264	cloud-24259	TIMEOUT	990.387043643	969.9409198499998	1101.750272	cloud-23933	ERROR (solver error, after parsing finished)	718.206850877	709.9968582259971	1385.308160	cloud-23939	TIMEOUT	990.321906037	975.2363283709856	1087.758336	cloud-23982
combinations/square_6+soft_float_3a.c.cil.yml	true	TIMEOUT	990.315845684	973.5264251240005	1078.132736	cloud-23933	TIMEOUT	990.361074515	974.210561341999	1051.201536	cloud-23979	ERROR (solver error, after parsing finished)	726.114093626	713.0162509150005	1080.279040	cloud-23933	TIMEOUT	990.339763087	975.6864265720069	1091.645440	cloud-23979
combinations/square_6+soft_float_4-2a.c.cil.yml	true	TIMEOUT	990.370127126	972.2322906650006	1046.061056	cloud-23979	TIMEOUT	990.304079634	972.9514175990007	1043.218432	cloud-23979	ERROR (solver error, after parsing finished)	727.462301775	713.8954857540011	1104.240640	cloud-23979	TIMEOUT	990.317526748	976.0874653740029	1001.996288	cloud-23933
combinations/square_6+soft_float_4-3a.c.cil.yml	false	TIMEOUT	990.348727999	971.9392945990003	1098.231808	cloud-23933	TIMEOUT	990.382245498	970.3272799469996	1080.762368	cloud-23933	ERROR (solver error, after parsing finished)	724.15403129	712.3983532580023	1125.638144	cloud-23979	TIMEOUT	990.348459647	976.2540701650141	1075.429376	cloud-23979
combinations/square_6+soft_float_5a.c.cil.yml	true	TIMEOUT	990.303797729	973.2762010760002	1094.651904	cloud-24259	TIMEOUT	990.406939494	972.5630989970086	1078.681600	cloud-24261	ERROR (solver error, after parsing finished)	730.256047657	716.1433083029988	1084.698624	cloud-24259	TIMEOUT	990.368757318	972.8111676049884	1049.489408	cloud-23938
combinations/square_7+soft_float_1-2a.c.cil.yml	true	TIMEOUT	990.345181673	973.1695290580001	995.426304	cloud-23933	TIMEOUT	990.372100536	970.4815698689999	988.729344	cloud-24276	ERROR (solver error, after parsing finished)	724.890531457	712.4382772550016	1318.014976	cloud-23979	TIMEOUT	990.391746487	972.8595017140033	972.210176	cloud-23933
combinations/square_7+soft_float_1-3a.c.cil.yml	false	TIMEOUT	990.36020265	972.3266499759993	1190.158336	cloud-24259	TIMEOUT	990.380574409	972.3481811960082	1173.299200	cloud-24261	ERROR (solver error, after parsing finished)	725.060680717	713.6234702049996	1311.768576	cloud-23979	TIMEOUT	990.368759636	973.4675425759924	1148.354560	cloud-23938
combinations/square_7+soft_float_2a.c.cil.yml	true	TIMEOUT	990.337761213	972.3351194919996	1080.934400	cloud-24259	TIMEOUT	990.325287915	971.8971934130022	1070.809088	cloud-24276	ERROR (solver error, after parsing finished)	728.977096753	714.4948116579981	1317.482496	cloud-23979	TIMEOUT	990.354373658	974.5545093289984	1080.283136	cloud-23933
combinations/square_7+soft_float_3a.c.cil.yml	true	TIMEOUT	990.40660927	971.3873620650011	1164.820480	cloud-23979	TIMEOUT	990.326595921	972.1785294379952	1134.010368	cloud-23979	ERROR (solver error, after parsing finished)	717.903617889	709.8052367359996	1349.066752	cloud-23939	TIMEOUT	990.268911374	975.3967934050015	1136.345088	cloud-23982
combinations/square_7+soft_float_4-2a.c.cil.yml	true	TIMEOUT	990.362300487	970.1110038250008	907.649024	cloud-23979	TIMEOUT	990.352198413	971.5156978930027	898.318336	cloud-23933	ERROR (solver error, after parsing finished)	728.669595994	714.5149471719997	1300.856832	cloud-23933	TIMEOUT	990.406910622	975.7395394270134	1171.111936	cloud-23979
combinations/square_7+soft_float_4-3a.c.cil.yml	false	TIMEOUT	990.323102395	972.1928879000006	1128.407040	cloud-23933	TIMEOUT	990.367635831	969.8145025419944	1122.553856	cloud-24276	ERROR (solver error, after parsing finished)	726.915722594	713.3111924549958	1301.561344	cloud-23979	TIMEOUT	990.359935888	973.5830833819928	1088.937984	cloud-23938
combinations/square_7+soft_float_5a.c.cil.yml	true	TIMEOUT	990.302757444	973.3615019820027	1105.829888	cloud-24259	TIMEOUT	990.360790827	970.9597554309985	1088.692224	cloud-24276	ERROR (solver error, after parsing finished)	725.771625314	712.9009097540038	1330.642944	cloud-23979	TIMEOUT	990.340747461	974.2430866009963	1073.549312	cloud-23933
combinations/square_8+soft_float_1-2a.c.cil.yml	true	TIMEOUT	990.367930387	970.1684039169995	1109.467136	cloud-23933	TIMEOUT	990.353853213	972.3848735780048	1109.327872	cloud-24261	ERROR (solver error, after parsing finished)	724.979965283	712.6643697700019	1298.690048	cloud-23979	TIMEOUT	990.338600913	975.880113311985	1049.849856	cloud-23933
combinations/square_8+soft_float_1-3a.c.cil.yml	false	TIMEOUT	990.348258816	972.3583963720012	1155.846144	cloud-23933	TIMEOUT	990.39887018	970.8682479319978	1139.318784	cloud-24276	ERROR (solver error, after parsing finished)	722.784110255	712.0129006420001	1311.330304	cloud-23979	TIMEOUT	990.32873467	977.1603437839949	1121.685504	cloud-23980
combinations/square_8+soft_float_2a.c.cil.yml	true	TIMEOUT	990.436227487	970.7190983340006	1172.639744	cloud-23979	TIMEOUT	990.307873958	970.2327516570003	1145.626624	cloud-23933	ERROR (solver error, after parsing finished)	727.506327723	714.0075840340069	1113.759744	cloud-23933	TIMEOUT	990.312484188	974.4693838309904	1117.487104	cloud-23982
combinations/square_8+soft_float_3a.c.cil.yml	true	TIMEOUT	990.358959238	972.0356954269996	1148.166144	cloud-23933	TIMEOUT	990.391619899	973.5914169129974	1126.985728	cloud-24261	ERROR (server error, after parsing finished)	727.760237239	714.4894757119982	1054.617600	cloud-24259	TIMEOUT	990.282019379	976.3977106060192	1088.233472	cloud-23982
combinations/square_8+soft_float_4-2a.c.cil.yml	true	TIMEOUT	990.38553102	970.8481760960003	1158.422528	cloud-23979	TIMEOUT	990.33568357	972.5485716119983	1181.503488	cloud-23933	ERROR (solver error, after parsing finished)	728.596557009	714.5167356810052	1052.078080	cloud-23933	TIMEOUT	990.352261353	976.2415583689872	1162.633216	cloud-23980
combinations/square_8+soft_float_4-3a.c.cil.yml	false	TIMEOUT	990.288146469	974.2850053769998	1070.366720	cloud-24259	TIMEOUT	990.389979686	969.9490881249949	1082.474496	cloud-24261	ERROR (solver error, after parsing finished)	726.884547873	713.7718178529976	1307.869184	cloud-23979	TIMEOUT	990.362694901	974.0153329400055	1028.567040	cloud-23938
combinations/square_8+soft_float_5a.c.cil.yml	true	TIMEOUT	990.389421234	972.909483563999	1187.823616	cloud-23933	TIMEOUT	990.326444606	971.2603418259969	1155.596288	cloud-23933	ERROR (solver error, after parsing finished)	728.851910444	715.0761800089967	1156.775936	cloud-24259	TIMEOUT	990.365297465	975.4722733850067	1216.008192	cloud-23979
eca-rers2012/Problem01_label00.yml	true	true	94.59905294	66.569279886	1016.119296	cloud-23933	true	102.521049695	73.63344804499866	984.567808	cloud-23979	true	103.167581587	76.13591394000105	1084.735488	cloud-24259	TIMEOUT	990.351578451	962.7883971300034	1017.454592	cloud-23938
eca-rers2012/Problem01_label01.yml	true	true	89.470665045	64.57261592299983	1003.122688	cloud-24259	true	95.659164754	67.50447993999842	1028.386816	cloud-24276	true	111.180188386	79.12547315599659	1009.565696	cloud-23933	TIMEOUT	990.395428998	960.9326995839947	888.348672	cloud-23982
eca-rers2012/Problem01_label02.yml	true	true	88.887916978	60.016134354000314	1077.579776	cloud-23933	true	83.719887634	59.12771546500153	1072.844800	cloud-23979	true	104.360607004	72.31300286999976	1007.017984	cloud-23933	TIMEOUT	990.353738575	965.7977054069925	935.624704	cloud-23979
eca-rers2012/Problem01_label03.yml	true	true	106.788926323	77.91285858300034	1189.462016	cloud-23933	true	123.779131979	91.13948166200134	1091.665920	cloud-24276	true	117.457579693	86.60795033999602	1186.852864	cloud-23933	TIMEOUT	990.367559627	960.4678261110093	974.409728	cloud-23938
eca-rers2012/Problem01_label04.yml	true	true	102.345844105	75.1834145140001	1151.115264	cloud-24259	true	115.013144107	83.66753284800143	1152.462848	cloud-23933	true	129.914905099	95.7385410259958	1205.985280	cloud-23933	TIMEOUT	990.316362587	968.5465912419895	1027.010560	cloud-23939
eca-rers2012/Problem01_label05.yml	true	true	93.102436681	65.62088448999998	1071.099904	cloud-23933	true	92.195260383	66.21612928799004	1000.325120	cloud-24261	true	106.245226401	75.11469232599848	1070.309376	cloud-24259	TIMEOUT	990.377107336	960.0268999119871	1081.806848	cloud-23982
eca-rers2012/Problem01_label06.yml	true	true	103.425059921	74.92651240400028	1135.132672	cloud-23979	true	91.672839258	64.5062872410017	1156.485120	cloud-24276	true	89.12004516	62.16060236199701	1168.060416	cloud-23979	TIMEOUT	990.337421059	964.1161645629909	898.965504	cloud-23979
eca-rers2012/Problem01_label07.yml	true	true	99.922361786	70.80788021099943	1107.447808	cloud-23979	true	91.414227999	64.2078313710008	1017.745408	cloud-23979	true	97.054128964	68.664296216004	1019.916288	cloud-23979	TIMEOUT	990.323566422	971.2694629770122	1049.882624	cloud-23980
eca-rers2012/Problem01_label08.yml	true	true	217.904636164	165.11805615100093	2189.914112	cloud-23979	true	125.856735541	93.54099825600133	972.320768	cloud-23979	true	133.346770862	98.7544528599974	1119.391744	cloud-24259	TIMEOUT	990.390079048	961.5337832710065	1013.350400	cloud-23982
